fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_acetic_acid,fs.costing.aggregate_flow_activated_carbon,fs.costing.aggregate_flow_anthracite,fs.costing.aggregate_flow_cationic_polymer,fs.costing.aggregate_flow_ferric_chloride,fs.costing.aggregate_flow_phosphoric_acid,fs.costing.aggregate_flow_sand,fs.costing.aggregate_flow_costs[electricity],fs.costing.aggregate_flow_costs[acetic_acid],fs.costing.aggregate_flow_costs[activated_carbon],fs.costing.aggregate_flow_costs[anthracite],fs.costing.aggregate_flow_costs[cationic_polymer],fs.costing.aggregate_flow_costs[ferric_chloride],fs.costing.aggregate_flow_costs[phosphoric_acid],fs.costing.aggregate_flow_costs[sand],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.fixed_bed.capital_a_parameter[default],fs.costing.fixed_bed.capital_b_parameter[default],fs.costing.fixed_bed.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.acetic_acid_dose,fs.unit.phosphoric_acid_dose,fs.unit.ferric_chloride_dose,fs.unit.acetic_acid_demand[0.0],fs.unit.phosphoric_acid_demand[0.0],fs.unit.ferric_chloride_demand[0.0],fs.unit.activated_carbon_demand[0.0],fs.unit.activated_carbon_parameter_a,fs.unit.activated_carbon_parameter_b,fs.unit.sand_demand[0.0],fs.unit.sand_parameter_a,fs.unit.sand_parameter_b,fs.unit.anthracite_demand[0.0],fs.unit.anthracite_parameter_a,fs.unit.anthracite_parameter_b,fs.unit.cationic_polymer_demand[0.0],fs.unit.cationic_polymer_parameter_a,fs.unit.cationic_polymer_parameter_b,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[FixedBedZO],fs.costing.LCOW_aggregate_indirect_capex[FixedBedZO],fs.costing.LCOW_aggregate_fixed_opex[FixedBedZO],fs.costing.LCOW_aggregate_variable_opex[FixedBedZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.LCOW_aggregate_variable_opex[acetic_acid],fs.costing.LCOW_aggregate_variable_opex[activated_carbon],fs.costing.LCOW_aggregate_variable_opex[anthracite],fs.costing.LCOW_aggregate_variable_opex[cationic_polymer],fs.costing.LCOW_aggregate_variable_opex[ferric_chloride],fs.costing.LCOW_aggregate_variable_opex[phosphoric_acid],fs.costing.LCOW_aggregate_variable_opex[sand],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.fixed_bed.capital_a_parameter[gravity_basin],fs.costing.fixed_bed.capital_b_parameter[gravity_basin],fs.costing.fixed_bed.reference_state[gravity_basin],fs.costing.fixed_bed.capital_a_parameter[pressure_vessel],fs.costing.fixed_bed.capital_b_parameter[pressure_vessel],fs.costing.fixed_bed.reference_state[pressure_vessel]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,10332550.529735573,0.0,0.0,91.73324875750245,66.14271689199683,2.906707081386016,3.1454187609258493,3.4468306225655643,13.228543378399365,5.594801575735351,3.15425263959377,62841.62246767141,853557.2881956041,124043.20406861864,41489.329054941234,33560.70686580808,136569.16611129662,63666.99943852548,18880.424146510704,10864676.882016957,1488563.7432420366,1542007.97,0.734002,1.0,367.6610403634258,0.036766104036342576,367.6610403634258,0.03308949363270833,1,0.1,91.73324875750245,0.0693,0.0499676,0.0042266,0.00999352,66.14271689199683,5.594801575735351,13.228543378399365,2.906707081386016,0.0040419,-0.08488,3.15425263959377,0.0045013,-0.088486,3.1454187609258493,0.0044887,-0.0884862,3.4468306225655643,0.010659,-0.19607,10332550.529735573,1.0515,0.014900000000000002,10332550.529735573,153955.00289306004,153955.00289306004,1334608.7403489759,2195326.5661007445,15498.82579460336,516627.52648677863,10332.550529735572,9299.295476762016,82660.40423788458,30997.65158920672,20665.101059471144,0.18919259180630152,0.05792544962305347,0.002983160655587258,0.013267796449354323,0.11501618507830638,0.05792544962305347,0.002983160655587258,0.013267796449354323,0.11501618507830638,0.00541567237037037,0.07355931372693729,0.010690006505675823,0.003575538062271418,0.00289225175554241,0.011769490196309962,0.005486803112713853,0.0016271093484852932,0.0693,0.0693,1.0,10332550.529735573,8.391666666666666,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11072465.334370371,0.0,0.0,100.79725893761317,72.67816905759135,3.1684711818952302,3.4275152272086364,3.7180765248037595,14.53563381151827,6.147614641063719,3.43714143589235,69050.89896770447,937895.868310264,135213.94017245062,45210.294053381585,36201.74299736942,150063.33892964222,69957.83006825068,20573.71288101769,11642697.299090445,1629147.359862199,1542007.97,0.734002,1.0,403.9890180358795,0.040398901803587954,403.9890180358795,0.03635901162322916,1,0.1,100.79725893761317,0.0693,0.0499676,0.0042266,0.00999352,72.67816905759135,6.147614641063719,14.53563381151827,3.1684711818952302,0.0040419,-0.08488,3.43714143589235,0.0045013,-0.088486,3.4275152272086364,0.0044887,-0.0884862,3.7180765248037595,0.010659,-0.19607,11072465.334370371,1.0515,0.014900000000000002,11072465.334370371,164979.73348211855,164979.73348211855,1464167.6263800808,2386521.5273732925,16608.698001555556,553623.2667185186,11072.46533437037,9965.218800933335,88579.72267496296,33217.39600311111,22144.93066874074,0.18717524160162716,0.056491649679021615,0.0029093199584696206,0.012939385259966867,0.11483488670416905,0.056491649679021615,0.0029093199584696206,0.012939385259966867,0.11483488670416905,0.005415672370370369,0.07355931372693728,0.010604849622933107,0.0035458501485365677,0.0028393081370569773,0.011769490196309962,0.005486803112713852,0.001613599389310956,0.0693,0.0693,1.0,11072465.334370371,9.220833333333333,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,11794865.340099202,0.0,0.0,109.86126911772386,79.21362122318585,3.4282421315007503,3.707372825190563,3.9845749614385877,15.84272424463717,6.7004277063920865,3.7177850805903674,75260.17546773754,1022234.4484249237,146299.61891846705,48901.72748521496,38796.55454788316,163557.51174798777,76248.66069797588,22253.562801537573,12402300.905114312,1769295.753659206,1542007.97,0.734002,1.0,440.3169957083331,0.04403169957083332,440.3169957083331,0.03962852961374999,1,0.1,109.86126911772386,0.0693,0.0499676,0.0042266,0.00999352,79.21362122318585,6.7004277063920865,15.84272424463717,3.4282421315007503,0.0040419,-0.08488,3.7177850805903674,0.0045013,-0.088486,3.707372825190563,0.0044887,-0.0884862,3.9845749614385877,0.010659,-0.19607,11794865.340099202,1.0515,0.014900000000000002,11794865.340099202,175743.49356747814,175743.49356747814,1593552.2600917276,2576083.225834305,17692.298010148803,589743.2670049601,11794.865340099203,10615.378806089284,94358.92272079362,35384.596020297606,23589.730680198405,0.1853732423983786,0.05521245082204307,0.002843441217335215,0.012646385375406912,0.11467096498359339,0.05521245082204307,0.002843441217335215,0.012646385375406912,0.11467096498359339,0.00541567237037037,0.07355931372693728,0.01052762366083113,0.003518935914766628,0.002791774364392855,0.011769490196309962,0.005486803112713852,0.001601351637271327,0.0693,0.0693,1.0,11794865.340099202,10.049999999999999,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,12501564.301774168,0.0,0.0,118.9252792978346,85.74907338878037,3.686198130126186,3.9851923588984044,4.246791744724604,17.149814677756076,7.253240771720457,3.9963849412282153,81469.45196777063,1106573.0285395838,157307.84495648998,52566.278035712145,41349.6769849256,177051.68456633337,82539.49132770111,23921.179234658404,13145394.86331554,1909051.9437096098,1542007.97,0.734002,1.0,476.6449733807868,0.04766449733807868,476.6449733807867,0.042898047604270816,1,0.1,118.9252792978346,0.0693,0.0499676,0.0042266,0.00999352,85.74907338878037,7.253240771720457,17.149814677756076,3.686198130126186,0.0040419,-0.08488,3.9963849412282153,0.0045013,-0.088486,3.9851923588984044,0.0044887,-0.0884862,4.246791744724604,0.010659,-0.19607,12501564.301774168,1.0515,0.014900000000000002,12501564.301774168,186273.30809643512,186273.30809643512,1722778.635613175,2764178.744265182,18752.34645266125,625078.2150887084,12501.56430177417,11251.407871596753,100012.51441419336,37504.6929053225,25003.12860354834,0.1837484614233579,0.054060347014308265,0.002784107871236883,0.012382496550908813,0.11452150998690395,0.054060347014308265,0.002784107871236883,0.012382496550908813,0.11452150998690395,0.00541567237037037,0.07355931372693728,0.01045702074822342,0.003494337235554664,0.002748714981654603,0.011769490196309962,0.005486803112713853,0.0015901576151398041,0.0693,0.0693,1.0,12501564.301774168,10.879166666666665,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13194064.952182883,0.0,0.0,127.98928947794532,92.2845255543749,3.942489064822792,4.261142677364487,4.505115065060243,18.45690511087498,7.806053837048825,4.273110340679786,87678.7284678037,1190911.6086542436,168245.01468958502,56206.172891011185,43864.88999644681,190545.857384679,88830.3219574263,25577.575697064516,13873559.297220305,2048451.7375257849,1542007.97,0.734002,1.0,512.9729510532405,0.05129729510532406,512.9729510532405,0.046167565594791654,1,0.1,127.98928947794532,0.0693,0.0499676,0.0042266,0.00999352,92.2845255543749,7.806053837048825,18.45690511087498,3.942489064822792,0.0040419,-0.08488,4.273110340679786,0.0045013,-0.088486,4.261142677364487,0.0044887,-0.0884862,4.505115065060243,0.010659,-0.19607,13194064.952182883,1.0515,0.014900000000000002,13194064.952182883,196591.56778752498,196591.56778752498,1851860.16973826,2950946.679481279,19791.097428274326,659703.2476091442,13194.064952182884,11874.658456964597,105552.51961746307,39582.19485654865,26388.129904365767,0.18227180842810042,0.05301437426264891,0.00273024027452642,0.012142916993893789,0.11438427689703129,0.05301437426264891,0.00273024027452642,0.012142916993893789,0.11438427689703129,0.00541567237037037,0.07355931372693726,0.010392028869824765,0.0034716997256852926,0.0027094128408844988,0.011769490196309964,0.005486803112713852,0.0015798560543052865,0.0693,0.0693,1.0,13194064.952182883,11.708333333333332,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,13873630.51570855,0.0,0.0,137.05329965805606,98.81997771996944,4.197242699458159,4.535367667794031,4.7598730010462225,19.76399554399389,8.358866902377196,4.548105569943629,93888.0049678368,1275250.188768904,179116.58041791734,59823.30998078633,46345.38798070803,204040.03020302462,95121.15258715153,27223.615872031914,14588122.487267543,2187525.365462418,1542007.97,0.734002,1.0,549.3009287256942,0.05493009287256943,549.3009287256942,0.04943708358531248,1,0.1,137.05329965805606,0.0693,0.0499676,0.0042266,0.00999352,98.81997771996944,8.358866902377196,19.76399554399389,4.197242699458159,0.0040419,-0.08488,4.548105569943629,0.0045013,-0.088486,4.535367667794031,0.0044887,-0.0884862,4.7598730010462225,0.010659,-0.19607,13873630.51570855,1.0515,0.014900000000000002,13873630.51570855,206717.09468405743,206717.09468405743,1980808.2707783608,3136503.6683860254,20810.445773562828,693681.5257854275,13873.630515708552,12486.267464137696,110989.04412566841,41620.891547125655,27747.261031417103,0.18092062199279335,0.05205821567195918,0.002680998107105907,0.011923909327365052,0.11425749888636322,0.05205821567195918,0.002680998107105907,0.011923909327365052,0.11425749888636322,0.00541567237037037,0.07355931372693726,0.010331849270594712,0.0034507437566495686,0.00267330674740823,0.011769490196309962,0.005486803112713852,0.001570319705379255,0.0693,0.0693,1.0,13873630.51570855,12.5375,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,14541336.144236226,0.0,0.0,146.11730983816676,105.35542988556394,4.450569189995946,4.807991355534989,5.01134618245761,21.07108597711279,8.911679967705563,4.8214950024241086,100097.28146786985,1359588.7688835636,189927.24302750578,63419.3252488859,48793.90334166243,217534.2030213702,101411.98321687673,28860.04422200393,15290214.955664393,2326298.660978858,1542007.97,0.734002,1.0,585.6289063981479,0.0585628906398148,585.6289063981479,0.052706601575833324,1,0.1,146.11730983816676,0.0693,0.0499676,0.0042266,0.00999352,105.35542988556394,8.911679967705563,21.07108597711279,4.450569189995946,0.0040419,-0.08488,4.8214950024241086,0.0045013,-0.088486,4.807991355534989,0.0044887,-0.0884862,5.01134618245761,0.010659,-0.19607,14541336.144236226,1.0515,0.014900000000000002,14541336.144236226,216665.90854911978,216665.90854911978,2109632.752429738,3320949.086530734,21812.00421635434,727066.8072118113,14541.336144236226,13087.202529812605,116330.6891538898,43624.00843270868,29082.67228847245,0.17967692975861949,0.05117894112270459,0.0026357154678192892,0.011722511913645801,0.11413976125444981,0.05117894112270459,0.0026357154678192892,0.011722511913645801,0.11413976125444981,0.0054156723703703705,0.07355931372693728,0.010275840735743117,0.0034312449095649992,0.0026399497598222554,0.011769490196309964,0.005486803112713853,0.001561446442987997,0.0693,0.0693,1.0,14541336.144236226,13.366666666666665,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15198106.807487687,0.0,0.0,155.18132001827746,111.89088205115846,4.702564454509842,5.079121709488438,5.259777165715951,22.378176410231692,9.464493033033932,5.093386910020413,106306.5579679029,1443927.3489982234,200681.09580496477,66995.64284821447,51212.79777498152,231028.37583971574,107702.81384660193,30487.50883057227,15980809.308073305,2464793.9333427437,1542007.97,0.734002,1.0,621.9568840706015,0.062195688407060155,621.9568840706015,0.05597611956635414,1,0.1,155.18132001827746,0.0693,0.0499676,0.0042266,0.00999352,111.89088205115846,9.464493033033932,22.378176410231692,4.702564454509842,0.0040419,-0.08488,5.093386910020413,0.0045013,-0.088486,5.079121709488438,0.0044887,-0.0884862,5.259777165715951,0.010659,-0.19607,15198106.807487687,1.0515,0.014900000000000002,15198106.807487687,226451.79143156655,226451.79143156655,2238342.1419111774,3504368.5125771537,22797.16021123153,759905.3403743844,15198.106807487688,13678.29612673892,121584.8544599015,45594.32042246306,30396.213614975375,0.17852625550053247,0.050366143744997975,0.0025938564028674008,0.011536341064180552,0.11402991428848654,0.050366143744997975,0.0025938564028674008,0.011536341064180552,0.11402991428848654,0.00541567237037037,0.07355931372693726,0.010223480908249713,0.0034130204085605366,0.0026089804732749716,0.011769490196309962,0.005486803112713853,0.0015531530920698665,0.0693,0.0693,1.0,15198106.807487687,14.195833333333331,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,15844745.787175415,0.0,0.0,164.2453301983882,118.42633421675298,4.953312738577146,5.348853538240946,5.505377517672067,23.685266843350597,10.017306098362301,5.363876367386011,112515.83446793599,1528265.9291128835,211381.7339152161,70553.51334187484,53604.13124062289,244522.54865806137,113993.64447632714,32106.57878651585,16660750.195214951,2603030.6262283516,1542007.97,0.734002,1.0,658.2848617430552,0.06582848617430553,658.2848617430552,0.05924563755687499,1,0.1,164.2453301983882,0.0693,0.0499676,0.0042266,0.00999352,118.42633421675298,10.017306098362301,23.685266843350597,4.953312738577146,0.0040419,-0.08488,5.363876367386011,0.0045013,-0.088486,5.348853538240946,0.0044887,-0.0884862,5.505377517672067,0.010659,-0.19607,15844745.787175415,1.0515,0.014900000000000002,15844745.787175415,236086.7122289137,236086.7122289137,2366943.9139994374,3686836.335941082,23767.118680763124,792237.2893587708,15844.745787175416,14260.271208457874,126757.96629740333,47534.23736152625,31689.49157435083,0.1774567799550349,0.04961133289860408,0.0025549836442781138,0.011363452001896375,0.1139270114102563,0.04961133289860408,0.0025549836442781138,0.011363452001896375,0.1139270114102563,0.00541567237037037,0.07355931372693726,0.010174338761997513,0.0033959194689795916,0.00258010273727541,0.011769490196309962,0.005486803112713853,0.0015453710356723533,0.0693,0.0693,1.0,15844745.787175415,15.024999999999999,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,16481956.494441712,0.0,0.0,173.30934037849892,124.96178638234751,5.202888602095528,5.617270732518743,5.74833326347918,24.992357276469505,10.570119163690672,5.633047500675587,118725.11096796907,1612604.5092275436,222032.33918853808,74094.04328203377,55969.7150070591,258016.72147640696,120284.47510605238,33717.7576441354,17330777.253905464,2741025.8236669204,1542007.97,0.734002,1.0,694.612839415509,0.0694612839415509,694.612839415509,0.06251515554739581,1,0.1,173.30934037849892,0.0693,0.0499676,0.0042266,0.00999352,124.96178638234751,10.570119163690672,24.992357276469505,5.202888602095528,0.0040419,-0.08488,5.633047500675587,0.0045013,-0.088486,5.617270732518743,0.0044887,-0.0884862,5.74833326347918,0.010659,-0.19607,16481956.494441712,1.0515,0.014900000000000002,16481956.494441712,245581.15176718155,245581.15176718155,2495444.6718997387,3868417.755090086,24722.934741662568,824097.8247220856,16481.956494441714,14833.760844997543,131855.6519555337,49445.869483325136,32963.91298888343,0.1764587371827657,0.048907497822328484,0.002518736137849925,0.011202238915304747,0.11383026430728249,0.048907497822328484,0.002518736137849925,0.011202238915304747,0.11383026430728249,0.00541567237037037,0.07355931372693726,0.010128054586501746,0.0033798162809870547,0.0025530710114308594,0.011769490196309962,0.005486803112713854,0.0015380430220313995,0.0693,0.0693,1.0,16481956.494441712,15.854166666666666,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17110359.441956177,0.0,0.0,182.37335055860962,131.49723854794203,5.451358481522379,5.884448028059045,5.988809142159933,26.299447709588406,11.122932229019037,5.90097525536336,124934.38746800213,1696943.0893422035,232635.74678885037,77618.21846289841,58311.15308639683,271510.8942947525,126575.30573577754,35321.4940048915,17991542.95321692,2878794.6448689206,1542007.97,0.734002,1.0,730.9408170879626,0.07309408170879628,730.9408170879626,0.06578467353791666,1,0.1,182.37335055860962,0.0693,0.0499676,0.0042266,0.00999352,131.49723854794203,11.122932229019037,26.299447709588406,5.451358481522379,0.0040419,-0.08488,5.90097525536336,0.0045013,-0.088486,5.884448028059045,0.0044887,-0.0884862,5.988809142159933,0.010659,-0.19607,17110359.441956177,1.0515,0.014900000000000002,17110359.441956177,254944.35568514708,254944.35568514708,2623850.289183773,4049170.333284118,25665.539162934267,855517.972097809,17110.359441956178,15399.32349776056,136882.87553564942,51331.07832586853,34220.718883912356,0.17552397175282566,0.04824878774076695,0.0024848125686495032,0.011051361687105939,0.11373900975630323,0.04824878774076695,0.0024848125686495032,0.011051361687105939,0.11373900975630323,0.00541567237037037,0.07355931372693728,0.010084325154814012,0.003364604811261835,0.002527679584896645,0.011769490196309962,0.005486803112713852,0.001531120798999284,0.0693,0.0693,1.0,17110359.441956177,16.683333333333334,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,17730505.63371369,0.0,0.0,191.43736073872037,138.03269071353657,5.698781934906701,6.150452410253309,6.226951977094657,27.606538142707315,11.67574529434741,6.167726804828057,131143.66396803522,1781281.6694568638,243194.49834522637,81126.92244852151,60629.87505176221,285005.06711309816,132866.1363655028,36918.18994877792,18643626.673849948,3016350.556640122,1542007.97,0.734002,1.0,767.2687947604164,0.07672687947604165,767.2687947604164,0.06905419152843749,1,0.1,191.43736073872037,0.0693,0.0499676,0.0042266,0.00999352,138.03269071353657,11.67574529434741,27.606538142707315,5.698781934906701,0.0040419,-0.08488,6.167726804828057,0.0045013,-0.088486,6.150452410253309,0.0044887,-0.0884862,6.226951977094657,0.010659,-0.19607,17730505.63371369,1.0515,0.014900000000000002,17730505.63371369,264184.533942334,264184.533942334,2752166.022697788,4229145.226874985,26595.758450570534,886525.2816856845,17730.50563371369,15957.455070342321,141844.0450697095,53191.51690114107,35461.01126742738,0.17464560820149946,0.04763027322392847,0.002452959071032318,0.010909691233725155,0.1136526846728135,0.04763027322392847,0.002452959071032318,0.010909691233725155,0.1136526846728135,0.00541567237037037,0.07355931372693728,0.010042892545958939,0.0033501948863097638,0.0025037545025192245,0.011769490196309962,0.005486803112713854,0.0015245633316941184,0.0693,0.0693,1.0,17730505.63371369,17.5125,default,FixedBedZO,fixed_bed,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,18342887.26217276,0.0,0.0,200.50137091883113,144.5681428791311,5.945212646119498,6.415344246902604,6.462893378688041,28.913628575826223,12.22855835967578,6.43336268628707,137352.94046806832,1865620.2495715239,253710.88480724578,84620.95151429696,62927.162352317064,298499.2399314438,139156.96699522802,38508.20783368784,19287545.956174657,3153705.6236801865,1542007.97,0.734002,1.0,803.5967724328701,0.08035967724328703,803.5967724328701,0.07232370951895833,1,0.1,200.50137091883113,0.0693,0.0499676,0.0042266,0.00999352,144.5681428791311,12.22855835967578,28.913628575826223,5.945212646119498,0.0040419,-0.08488,6.43336268628707,0.0045013,-0.088486,6.415344246902604,0.0044887,-0.0884862,6.462893378688041,0.010659,-0.19607,18342887.26217276,1.0515,0.014900000000000002,18342887.26217276,273309.0202063741,273309.0202063741,2880396.6034738114,4408388.167306133,27514.33089325914,917144.363108638,18342.88726217276,16508.598535955483,146743.09809738208,55028.66178651828,36685.77452434552,0.1738178004357889,0.04704776536934017,0.00242295991652103,0.0107762680890604,0.1135708070608673,0.04704776536934017,0.00242295991652103,0.0107762680890604,0.1135708070608673,0.00541567237037037,0.07355931372693726,0.010003535593999534,0.0033365091967359015,0.0024811474245539085,0.011769490196309964,0.005486803112713853,0.0015183354392465014,0.0693,0.0693,1.0,18342887.26217276,18.34166666666667,default,FixedBedZO,fixed_bed,,,,,,
